order_id,order_date,customer_id,customer_name,customer_segment,region,state,sales_channel,product_id,product_name,category,unit_price,units_sold,discount_pct,cogs_per_unit,freight_cost,revenue,profit
ORD101746,2024-11-18,C019,Srivastava Retail,Enterprise,West,Rajasthan,Retail,P002_BEV,NovaBay Water 500ml,Beverage,152.65,21,0.31,84.8,17.75,2211.9,413.35
ORD101747,2022-12-23,C001,Sharma Enterprises,SME,West,Rajasthan,Wholesale,P001_PER,NovaBay Shampoo 200ml,Personal Care,174.7,9,0.29,127.4,34.11,1116.33,-64.38
ORD101748,2024-09-29,C030,Thakur General Store,SME,West,Maharashtra,Wholesale,P004_HOM,NovaBay Freshener 200ml,Home Care,109.02,30,0.28,68.12,21.63,2354.83,289.6
ORD101749,2024-06-20,C019,Srivastava Retail,Enterprise,East,Bihar,Wholesale,P002_FOO,NovaBay Rice 10kg,Food,102.78,49,0.17,61.76,26.37,4180.06,1127.45
ORD101750,2022-03-08,C005,Gupta General Store,SME,West,Gujarat,Wholesale,P003_FOO,NovaBay Dal 1kg,Food,205.66,38,0.31,131.53,17.02,5392.41,377.25
ORD101751,2023-05-02,C025,Shah Distributors,Distributor,East,Bihar,Retail,P004_PER,NovaBay Facewash 100ml,Personal Care,242.78,25,0.11,190.17,54.65,5401.86,592.96
ORD101752,2024-12-19,C032,Saxena Retail,Enterprise,West,Rajasthan,Retail,P003_SNA,NovaBay Namkeen 150g,Snacks,48.27,29,0.11,31.36,13.73,1245.85,322.68
ORD101753,2024-12-20,C001,Sharma Enterprises,SME,North,Delhi,Wholesale,P003_BEV,NovaBay Tea 250g,Beverage,174.86,23,0.33,105.3,25.24,2694.59,247.45
ORD101754,2024-01-22,C001,Sharma Enterprises,SME,South,Tamil Nadu,Wholesale,P003_HOM,NovaBay Dishwash 500ml,Home Care,200.54,32,0.33,120.84,14.37,4299.58,418.33
ORD101755,2022-07-26,C006,Reddy Supermart,Enterprise,South,Karnataka,Retail,P003_PER,NovaBay Lotion 150ml,Personal Care,202.9,29,0.17,153.31,79.66,4883.8,358.15
ORD101756,2022-06-16,C010,Iyer Wholesale,Distributor,West,Rajasthan,Direct,P001_FOO,NovaBay Atta 5kg,Food,378.88,7,0.13,214.17,32.18,2307.38,776.01
ORD101757,2022-06-01,C010,Iyer Wholesale,Distributor,West,Gujarat,Wholesale,P001_FOO,NovaBay Atta 5kg,Food,104.08,42,0.23,66.76,26.3,3365.95,535.73
ORD101758,2023-07-07,C022,Tiwari Wholesale,Distributor,West,Goa,Retail,P001_PER,NovaBay Shampoo 200ml,Personal Care,176.7,8,0.12,135.77,48.22,1243.97,109.59
ORD101759,2023-08-08,C019,Srivastava Retail,Enterprise,West,Maharashtra,Wholesale,P003_PER,NovaBay Lotion 150ml,Personal Care,181.92,38,0.22,131.75,63.67,5392.11,321.94
ORD101760,2024-10-03,C017,Rao Wholesale,Distributor,East,Odisha,Retail,P004_HOM,NovaBay Freshener 200ml,Home Care,208.59,14,0.0,123.47,28.62,2920.26,1163.06
ORD101761,2023-06-28,C045,Murthy Stores,Enterprise,West,Goa,Wholesale,P004_SNA,NovaBay Popcorn 100g,Snacks,72.66,50,0.17,42.87,15.5,3015.39,856.39
ORD101762,2022-11-02,C024,Agarwal Stores,SME,South,Karnataka,Wholesale,P002_PER,NovaBay Soap 100g,Personal Care,215.88,3,0.25,160.6,33.27,485.73,-29.34
ORD101763,2024-01-29,C008,Joshi Brothers,Distributor,North,Haryana,Direct,P004_HOM,NovaBay Freshener 200ml,Home Care,178.17,30,0.14,109.02,12.96,4596.79,1313.23
ORD101764,2024-01-10,C023,Bajaj Supermart,Enterprise,West,Gujarat,Wholesale,P003_HOM,NovaBay Dishwash 500ml,Home Care,248.92,20,0.14,148.95,23.8,4281.42,1278.62
ORD101765,2023-01-01,C028,Patil Wholesale,Distributor,East,Jharkhand,Wholesale,P001_SNA,NovaBay Chips 100g,Snacks,35.38,1,0.22,20.06,6.97,27.6,0.57
ORD101766,2022-08-11,C032,Saxena Retail,Enterprise,South,Telangana,Wholesale,P002_FOO,NovaBay Rice 10kg,Food,268.66,1,0.17,172.71,27.97,222.99,22.31
ORD101767,2023-01-05,C021,Mishra Traders,SME,West,Maharashtra,Retail,P002_FOO,NovaBay Rice 10kg,Food,271.99,16,0.12,155.73,13.73,3829.62,1324.21
ORD101768,2024-10-23,C006,Reddy Supermart,Enterprise,North,Haryana,Wholesale,P001_FOO,NovaBay Atta 5kg,Food,399.66,26,0.38,220.47,26.58,6442.52,683.72
ORD101769,2022-12-19,C029,Jain Enterprises,Enterprise,West,Gujarat,Retail,P001_PER,NovaBay Shampoo 200ml,Personal Care,107.76,11,0.32,85.54,33.07,806.04,-167.97
ORD101770,2022-06-30,C003,Mehta Retail Chain,Enterprise,North,Haryana,Retail,P004_HOM,NovaBay Freshener 200ml,Home Care,208.32,37,0.38,124.18,29.7,4778.86,154.5
ORD101771,2022-08-05,C010,Iyer Wholesale,Distributor,South,Telangana,Retail,P004_SNA,NovaBay Popcorn 100g,Snacks,34.25,29,0.17,20.26,14.91,824.4,221.95
ORD101772,2023-01-23,C017,Rao Wholesale,Distributor,North,Delhi,Retail,P004_BEV,NovaBay Coffee 200g,Beverage,125.82,50,0.04,80.9,31.98,6039.36,1962.38
ORD101773,2024-11-17,C010,Iyer Wholesale,Distributor,North,Delhi,Retail,P004_HOM,NovaBay Freshener 200ml,Home Care,86.71,26,0.1,53.46,30.78,2029.01,608.27
ORD101774,2022-08-07,C005,Gupta General Store,SME,North,Punjab,Retail,P002_HOM,NovaBay Cleaner 500ml,Home Care,198.68,7,0.04,120.73,29.78,1335.13,460.24
ORD101775,2024-01-10,C002,Patel Distributors,Distributor,South,Telangana,Retail,P004_PER,NovaBay Facewash 100ml,Personal Care,186.75,34,0.19,144.38,31.56,5143.1,202.62
ORD101776,2024-08-19,C013,Chopra Distributors,Distributor,North,Haryana,Wholesale,P004_PER,NovaBay Facewash 100ml,Personal Care,61.64,35,0.21,47.72,69.43,1704.35,-35.28
ORD101777,2024-07-02,C013,Chopra Distributors,Distributor,West,Rajasthan,Retail,P003_HOM,NovaBay Dishwash 500ml,Home Care,144.91,11,0.27,93.65,33.12,1163.63,100.36
ORD101778,2022-08-27,C013,Chopra Distributors,Distributor,North,Delhi,Wholesale,P001_FOO,NovaBay Atta 5kg,Food,87.65,30,0.15,52.82,23.04,2235.07,627.43
ORD101779,2022-08-17,C017,Rao Wholesale,Distributor,South,Telangana,Wholesale,P004_SNA,NovaBay Popcorn 100g,Snacks,48.9,27,0.25,27.14,21.17,990.22,236.27
ORD101780,2022-02-05,C006,Reddy Supermart,Enterprise,West,Gujarat,Wholesale,P003_FOO,NovaBay Dal 1kg,Food,154.91,32,0.22,92.9,20.91,3866.55,872.84
ORD101781,2023-01-20,C010,Iyer Wholesale,Distributor,East,Odisha,Wholesale,P003_FOO,NovaBay Dal 1kg,Food,87.91,30,0.16,52.4,36.13,2215.33,607.2
ORD101782,2024-11-27,C016,Pillai Trading,SME,South,Tamil Nadu,Retail,P002_FOO,NovaBay Rice 10kg,Food,277.76,20,0.24,180.05,18.16,4221.95,602.79
ORD101783,2023-01-12,C044,Venkat Distributors,Distributor,North,Delhi,Direct,P002_FOO,NovaBay Rice 10kg,Food,227.39,3,0.09,145.25,12.11,620.77,172.91
ORD101784,2023-11-02,C007,Nair Trading Co,SME,North,Delhi,Direct,P003_BEV,NovaBay Tea 250g,Beverage,98.94,34,0.2,61.74,24.47,2691.17,567.54
ORD101785,2022-01-02,C012,Malhotra Stores,Enterprise,West,Rajasthan,Retail,P002_BEV,NovaBay Water 500ml,Beverage,186.7,49,0.12,114.07,37.89,8050.5,2423.18
ORD101786,2023-08-14,C029,Jain Enterprises,Enterprise,North,Uttar Pradesh,Wholesale,P001_PER,NovaBay Shampoo 200ml,Personal Care,242.53,17,0.24,189.42,58.99,3133.49,-145.64
ORD101787,2022-10-30,C049,Gaikwad Traders,SME,East,Bihar,Wholesale,P004_HOM,NovaBay Freshener 200ml,Home Care,211.77,40,0.16,119.2,30.47,7115.47,2317.0
ORD101788,2022-01-20,C026,Desai Retail Co,Enterprise,East,Odisha,Wholesale,P003_FOO,NovaBay Dal 1kg,Food,142.01,5,0.28,86.22,34.67,511.24,45.47
ORD101789,2023-05-24,C025,Shah Distributors,Distributor,West,Maharashtra,Retail,P004_BEV,NovaBay Coffee 200g,Beverage,82.33,24,0.3,48.52,18.39,1383.14,200.27
ORD101790,2022-05-24,C009,Verma Retail Ltd,Enterprise,South,Karnataka,Direct,P001_SNA,NovaBay Chips 100g,Snacks,89.1,10,0.14,57.74,12.02,766.26,176.84
ORD101791,2023-07-03,C014,Bose Retail Hub,SME,North,Haryana,Wholesale,P002_FOO,NovaBay Rice 10kg,Food,114.97,32,0.11,66.94,19.88,3274.35,1112.39
ORD101792,2022-11-22,C019,Srivastava Retail,Enterprise,North,Punjab,Direct,P004_FOO,NovaBay Oil 1L,Food,309.49,3,0.12,178.38,27.45,817.05,254.46
ORD101793,2022-09-20,C031,Bansal Distributors,Distributor,North,Uttar Pradesh,Wholesale,P002_HOM,NovaBay Cleaner 500ml,Home Care,211.65,1,0.21,124.6,21.66,167.2,20.94
ORD101794,2022-01-16,C017,Rao Wholesale,Distributor,North,Haryana,Retail,P002_FOO,NovaBay Rice 10kg,Food,241.06,26,0.19,150.6,13.19,5076.72,1147.93
ORD101795,2022-04-25,C023,Bajaj Supermart,Enterprise,North,Delhi,Retail,P004_SNA,NovaBay Popcorn 100g,Snacks,92.91,19,0.16,52.21,23.08,1482.84,467.77
ORD101796,2022-04-01,C014,Bose Retail Hub,SME,North,Delhi,Wholesale,P003_SNA,NovaBay Namkeen 150g,Snacks,32.23,11,0.25,20.77,7.57,265.9,29.86
ORD101797,2022-12-23,C034,Dubey Wholesale,Distributor,East,West Bengal,Retail,P003_PER,NovaBay Lotion 150ml,Personal Care,281.24,6,0.07,211.55,41.89,1569.32,258.13
ORD101798,2022-08-05,C047,Bhatt Wholesale,Distributor,West,Goa,Retail,P003_BEV,NovaBay Tea 250g,Beverage,103.87,6,0.23,66.2,23.53,479.88,59.15
ORD101799,2023-01-20,C009,Verma Retail Ltd,Enterprise,North,Haryana,Wholesale,P003_FOO,NovaBay Dal 1kg,Food,393.48,20,0.34,217.18,30.07,5193.94,820.27
ORD101800,2023-09-27,C009,Verma Retail Ltd,Enterprise,West,Maharashtra,Wholesale,P002_BEV,NovaBay Water 500ml,Beverage,159.6,29,0.4,101.12,11.18,2777.04,-166.62
ORD101801,2024-02-14,C013,Chopra Distributors,Distributor,West,Rajasthan,Retail,P002_PER,NovaBay Soap 100g,Personal Care,106.37,19,0.34,80.33,77.74,1333.88,-270.13
ORD101802,2023-08-24,C026,Desai Retail Co,Enterprise,East,Bihar,Wholesale,P004_FOO,NovaBay Oil 1L,Food,371.61,6,0.11,206.57,17.66,1984.4,727.32
ORD101803,2022-01-21,C046,Hegde Trading Co,SME,East,West Bengal,Wholesale,P001_BEV,NovaBay Juice 1L,Beverage,158.76,3,0.12,89.47,28.85,419.13,121.87
ORD101804,2024-02-09,C006,Reddy Supermart,Enterprise,South,Telangana,Retail,P004_BEV,NovaBay Coffee 200g,Beverage,196.95,8,0.15,108.74,25.38,1339.26,443.96
ORD101805,2022-02-25,C020,Pandey Distributors,Distributor,South,Kerala,Wholesale,P003_PER,NovaBay Lotion 150ml,Personal Care,102.16,30,0.32,75.41,57.2,2084.06,-235.44
ORD101806,2024-05-19,C009,Verma Retail Ltd,Enterprise,South,Tamil Nadu,Retail,P002_BEV,NovaBay Water 500ml,Beverage,157.78,27,0.11,96.95,26.17,3791.45,1147.63
ORD101807,2023-08-15,C029,Jain Enterprises,Enterprise,East,Odisha,Wholesale,P003_HOM,NovaBay Dishwash 500ml,Home Care,191.48,23,0.32,123.82,12.53,2994.75,134.36
ORD101808,2022-03-19,C010,Iyer Wholesale,Distributor,West,Goa,Retail,P002_PER,NovaBay Soap 100g,Personal Care,58.64,40,0.26,46.71,51.65,1735.74,-184.31
ORD101809,2022-08-05,C019,Srivastava Retail,Enterprise,South,Tamil Nadu,Retail,P003_SNA,NovaBay Namkeen 150g,Snacks,60.45,17,0.15,36.86,14.71,873.5,232.17
ORD101810,2024-12-20,C036,Tripathi Trading,SME,South,Tamil Nadu,Wholesale,P003_SNA,NovaBay Namkeen 150g,Snacks,84.73,22,0.17,47.78,19.89,1547.17,476.12
ORD101811,2024-06-13,C027,Kulkarni Trading,SME,North,Punjab,Retail,P003_BEV,NovaBay Tea 250g,Beverage,182.83,22,0.03,113.07,31.85,3901.59,1382.2
ORD101812,2022-04-22,C018,Khan General Stores,SME,North,Haryana,Retail,P002_SNA,NovaBay Biscuits 200g,Snacks,39.87,32,0.05,25.59,16.83,1212.05,376.34
ORD101813,2024-11-15,C010,Iyer Wholesale,Distributor,West,Rajasthan,Wholesale,P002_HOM,NovaBay Cleaner 500ml,Home Care,174.46,5,0.35,100.32,27.57,567.0,37.83
ORD101814,2022-06-17,C022,Tiwari Wholesale,Distributor,North,Uttar Pradesh,Wholesale,P003_FOO,NovaBay Dal 1kg,Food,267.65,6,0.32,151.68,39.23,1092.01,142.7
ORD101815,2023-01-02,C003,Mehta Retail Chain,Enterprise,South,Kerala,Retail,P004_PER,NovaBay Facewash 100ml,Personal Care,219.06,47,0.39,169.17,55.87,6280.45,-1726.41
ORD101816,2023-07-16,C044,Venkat Distributors,Distributor,North,Delhi,Retail,P003_PER,NovaBay Lotion 150ml,Personal Care,293.6,18,0.16,227.76,46.29,4439.23,293.26
ORD101817,2024-08-03,C026,Desai Retail Co,Enterprise,East,Bihar,Retail,P001_FOO,NovaBay Atta 5kg,Food,175.17,49,0.12,104.75,30.78,7553.33,2389.8
ORD101818,2024-03-19,C002,Patel Distributors,Distributor,West,Gujarat,Retail,P004_PER,NovaBay Facewash 100ml,Personal Care,94.23,34,0.21,68.41,63.71,2531.02,141.37
ORD101819,2022-02-24,C048,Pawar Retail Chain,Enterprise,North,Haryana,Wholesale,P004_PER,NovaBay Facewash 100ml,Personal Care,123.71,9,0.26,98.89,62.44,823.91,-128.54
ORD101820,2022-08-09,C012,Malhotra Stores,Enterprise,West,Goa,Retail,P002_FOO,NovaBay Rice 10kg,Food,164.51,34,0.27,94.97,20.18,4083.14,833.98
ORD101821,2024-02-27,C010,Iyer Wholesale,Distributor,West,Gujarat,Wholesale,P001_HOM,NovaBay Detergent 1kg,Home Care,102.72,1,0.36,59.29,38.56,65.74,-32.11
ORD101822,2023-11-09,C002,Patel Distributors,Distributor,West,Gujarat,Wholesale,P003_SNA,NovaBay Namkeen 150g,Snacks,115.27,28,0.11,72.43,24.84,2872.53,819.65
ORD101823,2023-02-05,C003,Mehta Retail Chain,Enterprise,South,Tamil Nadu,Wholesale,P003_PER,NovaBay Lotion 150ml,Personal Care,248.63,34,0.33,185.07,72.59,5663.79,-701.18
ORD101824,2023-07-03,C002,Patel Distributors,Distributor,East,Jharkhand,Wholesale,P004_HOM,NovaBay Freshener 200ml,Home Care,65.48,41,0.35,37.44,29.37,1745.04,180.63
ORD101825,2023-09-26,C010,Iyer Wholesale,Distributor,East,Jharkhand,Wholesale,P003_PER,NovaBay Lotion 150ml,Personal Care,223.61,31,0.11,166.0,48.17,6169.4,975.23
ORD101826,2023-11-05,C015,Das Enterprises,Enterprise,North,Uttar Pradesh,Retail,P001_FOO,NovaBay Atta 5kg,Food,353.95,31,0.24,216.57,27.59,8339.06,1597.8
ORD101827,2023-11-21,C026,Desai Retail Co,Enterprise,South,Telangana,Direct,P001_PER,NovaBay Shampoo 200ml,Personal Care,143.45,11,0.12,104.66,62.47,1388.6,174.87
ORD101828,2023-02-01,C013,Chopra Distributors,Distributor,West,Goa,Retail,P004_PER,NovaBay Facewash 100ml,Personal Care,247.74,40,0.11,195.33,30.26,8819.54,976.08
ORD101829,2022-02-22,C001,Sharma Enterprises,SME,South,Karnataka,Retail,P004_HOM,NovaBay Freshener 200ml,Home Care,192.59,39,0.01,107.16,26.18,7435.9,3230.48
ORD101830,2023-01-11,C013,Chopra Distributors,Distributor,North,Uttar Pradesh,Retail,P003_BEV,NovaBay Tea 250g,Beverage,102.29,1,0.13,63.17,16.76,88.99,9.06
ORD101831,2023-01-26,C030,Thakur General Store,SME,West,Maharashtra,Wholesale,P001_FOO,NovaBay Atta 5kg,Food,106.77,44,0.3,68.3,34.17,3288.52,249.15
ORD101832,2024-08-02,C006,Reddy Supermart,Enterprise,North,Delhi,Retail,P001_FOO,NovaBay Atta 5kg,Food,261.99,4,0.1,156.47,26.72,943.16,290.56
ORD101833,2022-11-16,C045,Murthy Stores,Enterprise,West,Goa,Direct,P001_SNA,NovaBay Chips 100g,Snacks,31.0,35,0.22,17.97,23.09,846.3,194.26
ORD101834,2024-05-01,C037,Yadav Distributors,Distributor,West,Maharashtra,Direct,P003_HOM,NovaBay Dishwash 500ml,Home Care,216.88,38,0.28,124.11,28.08,5933.84,1189.58
ORD101835,2022-10-26,C003,Mehta Retail Chain,Enterprise,West,Maharashtra,Direct,P003_BEV,NovaBay Tea 250g,Beverage,62.66,4,0.4,38.02,35.5,150.38,-37.2
ORD101836,2023-04-11,C006,Reddy Supermart,Enterprise,South,Karnataka,Wholesale,P004_PER,NovaBay Facewash 100ml,Personal Care,292.38,46,0.33,231.16,49.83,9011.15,-1672.04
ORD101837,2024-12-15,C027,Kulkarni Trading,SME,East,West Bengal,Wholesale,P002_PER,NovaBay Soap 100g,Personal Care,65.92,31,0.2,50.24,49.69,1634.82,27.69
ORD101838,2023-09-10,C004,Singh Wholesale Hub,Distributor,North,Punjab,Retail,P003_HOM,NovaBay Dishwash 500ml,Home Care,108.53,40,0.03,68.91,30.89,4210.96,1423.67
ORD101839,2022-10-08,C029,Jain Enterprises,Enterprise,East,Bihar,Retail,P001_HOM,NovaBay Detergent 1kg,Home Care,176.2,1,0.14,109.29,29.84,151.53,12.4
ORD101840,2024-07-25,C006,Reddy Supermart,Enterprise,North,Uttar Pradesh,Wholesale,P003_FOO,NovaBay Dal 1kg,Food,188.96,33,0.39,108.88,36.63,3803.76,174.09
ORD101841,2023-01-17,C050,Deshpande Enterprises,Distributor,West,Gujarat,Wholesale,P003_BEV,NovaBay Tea 250g,Beverage,40.31,19,0.14,25.36,12.21,658.67,164.62
ORD101842,2022-05-26,C050,Deshpande Enterprises,Distributor,West,Rajasthan,Direct,P003_PER,NovaBay Lotion 150ml,Personal Care,222.41,39,0.23,170.07,34.0,6678.97,12.24
ORD101843,2022-05-12,C006,Reddy Supermart,Enterprise,West,Maharashtra,Wholesale,P002_PER,NovaBay Soap 100g,Personal Care,271.08,6,0.4,206.52,73.8,975.89,-337.03
ORD101844,2024-08-04,C028,Patil Wholesale,Distributor,South,Kerala,Retail,P004_FOO,NovaBay Oil 1L,Food,268.73,41,0.22,150.68,27.62,8593.99,2388.49
ORD101845,2023-01-25,C024,Agarwal Stores,SME,West,Rajasthan,Retail,P002_BEV,NovaBay Water 500ml,Beverage,140.21,48,0.25,85.2,31.71,5047.56,926.25
ORD101846,2022-08-16,C004,Singh Wholesale Hub,Distributor,North,Delhi,Wholesale,P001_BEV,NovaBay Juice 1L,Beverage,146.44,20,0.24,87.48,27.86,2225.89,448.43
ORD101847,2022-04-05,C027,Kulkarni Trading,SME,West,Goa,Direct,P001_SNA,NovaBay Chips 100g,Snacks,67.31,37,0.1,38.52,21.2,2241.42,794.98
ORD101848,2023-01-29,C012,Malhotra Stores,Enterprise,East,Odisha,Direct,P004_BEV,NovaBay Coffee 200g,Beverage,131.29,20,0.0,73.0,31.48,2625.8,1134.32
ORD101849,2024-11-26,C003,Mehta Retail Chain,Enterprise,East,Bihar,Retail,P001_HOM,NovaBay Detergent 1kg,Home Care,100.0,50,0.17,55.92,26.91,4150.0,1327.09
ORD101850,2024-03-18,C006,Reddy Supermart,Enterprise,North,Haryana,Wholesale,P003_HOM,NovaBay Dishwash 500ml,Home Care,140.18,36,0.25,85.48,36.66,3784.86,670.92
ORD101851,2024-12-22,C036,Tripathi Trading,SME,East,Jharkhand,Retail,P001_PER,NovaBay Shampoo 200ml,Personal Care,75.26,33,0.2,55.54,70.86,1986.86,83.18
ORD101852,2024-03-13,C009,Verma Retail Ltd,Enterprise,West,Maharashtra,Retail,P002_PER,NovaBay Soap 100g,Personal Care,158.51,39,0.4,117.57,34.37,3709.13,-910.47
ORD101853,2023-05-18,C021,Mishra Traders,SME,West,Gujarat,Direct,P001_BEV,NovaBay Juice 1L,Beverage,93.89,42,0.29,55.16,38.49,2799.8,444.59
ORD101854,2023-08-03,C019,Srivastava Retail,Enterprise,North,Delhi,Wholesale,P002_PER,NovaBay Soap 100g,Personal Care,224.84,1,0.3,170.39,40.87,157.39,-53.87
ORD101855,2022-02-13,C038,Sinha Retail Hub,Enterprise,West,Goa,Direct,P003_SNA,NovaBay Namkeen 150g,Snacks,93.19,13,0.14,52.0,11.2,1041.86,354.66
ORD101856,2024-02-13,C018,Khan General Stores,SME,East,Odisha,Wholesale,P004_FOO,NovaBay Oil 1L,Food,88.13,42,0.33,49.47,26.31,2479.98,375.93
ORD101857,2023-01-24,C002,Patel Distributors,Distributor,South,Tamil Nadu,Direct,P004_PER,NovaBay Facewash 100ml,Personal Care,197.79,39,0.21,149.6,72.13,6093.91,187.38
ORD101858,2022-10-13,C019,Srivastava Retail,Enterprise,South,Karnataka,Retail,P003_FOO,NovaBay Dal 1kg,Food,95.06,8,0.18,60.49,20.44,623.59,119.23
ORD101859,2023-12-14,C009,Verma Retail Ltd,Enterprise,East,West Bengal,Direct,P003_FOO,NovaBay Dal 1kg,Food,396.03,13,0.17,236.62,32.19,4273.16,1164.91
ORD101860,2023-01-15,C025,Shah Distributors,Distributor,North,Delhi,Wholesale,P004_FOO,NovaBay Oil 1L,Food,102.04,16,0.3,62.0,36.99,1142.85,113.86
ORD101861,2022-09-28,C002,Patel Distributors,Distributor,North,Uttar Pradesh,Retail,P002_BEV,NovaBay Water 500ml,Beverage,109.39,19,0.17,65.34,30.98,1725.08,452.64
ORD101862,2023-04-01,C031,Bansal Distributors,Distributor,East,Bihar,Direct,P001_BEV,NovaBay Juice 1L,Beverage,192.91,24,0.06,108.48,31.07,4352.05,1717.46
ORD101863,2023-02-25,C038,Sinha Retail Hub,Enterprise,East,Odisha,Retail,P004_PER,NovaBay Facewash 100ml,Personal Care,62.06,33,0.05,49.38,77.41,1945.58,238.63
ORD101864,2023-06-22,C015,Das Enterprises,Enterprise,East,Jharkhand,Retail,P004_PER,NovaBay Facewash 100ml,Personal Care,207.51,3,0.12,163.41,55.24,547.83,2.36
ORD101865,2024-02-26,C040,Shukla Enterprises,SME,North,Delhi,Wholesale,P004_PER,NovaBay Facewash 100ml,Personal Care,121.0,32,0.2,92.65,30.93,3097.6,101.87
ORD101866,2023-03-18,C044,Venkat Distributors,Distributor,East,Odisha,Direct,P002_SNA,NovaBay Biscuits 200g,Snacks,50.41,46,0.11,31.74,20.16,2063.79,583.59
ORD101867,2023-08-18,C011,Kapoor Traders,SME,West,Rajasthan,Direct,P002_FOO,NovaBay Rice 10kg,Food,317.61,35,0.32,199.58,35.97,7559.12,537.85
ORD101868,2022-05-20,C007,Nair Trading Co,SME,South,Kerala,Retail,P004_FOO,NovaBay Oil 1L,Food,380.28,29,0.04,214.76,39.38,10587.0,4319.58
ORD101869,2024-02-24,C027,Kulkarni Trading,SME,South,Telangana,Direct,P003_BEV,NovaBay Tea 250g,Beverage,30.89,12,0.04,17.33,29.0,355.85,118.89
ORD101870,2022-10-30,C011,Kapoor Traders,SME,East,Odisha,Retail,P003_PER,NovaBay Lotion 150ml,Personal Care,281.13,20,0.13,218.78,78.22,4891.66,437.84
ORD101871,2024-02-27,C020,Pandey Distributors,Distributor,West,Maharashtra,Retail,P003_SNA,NovaBay Namkeen 150g,Snacks,98.6,10,0.15,54.31,22.21,838.1,272.79
ORD101872,2024-05-10,C030,Thakur General Store,SME,North,Delhi,Direct,P002_FOO,NovaBay Rice 10kg,Food,282.7,31,0.16,181.52,16.91,7361.51,1717.48
ORD101873,2023-05-20,C013,Chopra Distributors,Distributor,East,West Bengal,Direct,P002_PER,NovaBay Soap 100g,Personal Care,85.35,27,0.1,62.38,66.94,2074.01,322.81
ORD101874,2022-08-02,C015,Das Enterprises,Enterprise,East,Bihar,Wholesale,P003_FOO,NovaBay Dal 1kg,Food,397.97,25,0.21,231.31,13.4,7859.91,2063.76
ORD101875,2024-08-13,C042,Menon Wholesale,Distributor,North,Punjab,Retail,P002_FOO,NovaBay Rice 10kg,Food,239.76,16,0.17,136.56,23.23,3184.01,975.82
ORD101876,2023-10-17,C009,Verma Retail Ltd,Enterprise,West,Rajasthan,Direct,P002_BEV,NovaBay Water 500ml,Beverage,108.72,35,0.22,65.44,20.13,2968.06,657.53
ORD101877,2023-12-13,C006,Reddy Supermart,Enterprise,West,Gujarat,Retail,P001_FOO,NovaBay Atta 5kg,Food,114.02,8,0.4,67.32,24.75,547.3,-16.01
ORD101878,2023-08-20,C004,Singh Wholesale Hub,Distributor,West,Rajasthan,Retail,P002_FOO,NovaBay Rice 10kg,Food,390.81,50,0.15,240.35,35.3,16609.42,4556.62
ORD101879,2024-09-12,C024,Agarwal Stores,SME,West,Rajasthan,Direct,P001_PER,NovaBay Shampoo 200ml,Personal Care,139.12,6,0.16,104.08,73.33,701.16,3.35
ORD101880,2022-06-29,C013,Chopra Distributors,Distributor,South,Karnataka,Retail,P001_PER,NovaBay Shampoo 200ml,Personal Care,122.63,29,0.06,91.3,42.46,3342.89,652.73
ORD101881,2023-10-22,C020,Pandey Distributors,Distributor,West,Rajasthan,Direct,P004_SNA,NovaBay Popcorn 100g,Snacks,37.46,42,0.26,22.56,18.93,1164.26,197.81
ORD101882,2023-01-24,C015,Das Enterprises,Enterprise,West,Rajasthan,Wholesale,P002_BEV,NovaBay Water 500ml,Beverage,66.69,46,0.29,38.93,30.45,2178.1,356.87
ORD101883,2023-02-04,C020,Pandey Distributors,Distributor,East,Bihar,Wholesale,P001_FOO,NovaBay Atta 5kg,Food,277.3,36,0.13,154.8,14.16,8685.04,3098.08
ORD101884,2022-11-10,C047,Bhatt Wholesale,Distributor,East,Bihar,Retail,P001_HOM,NovaBay Detergent 1kg,Home Care,139.86,10,0.13,86.83,38.35,1216.78,310.13
ORD101885,2024-10-09,C015,Das Enterprises,Enterprise,South,Tamil Nadu,Direct,P003_BEV,NovaBay Tea 250g,Beverage,160.03,4,0.03,101.36,37.06,620.92,178.42
ORD101886,2024-06-13,C015,Das Enterprises,Enterprise,West,Rajasthan,Retail,P004_HOM,NovaBay Freshener 200ml,Home Care,139.42,29,0.3,85.56,17.97,2830.23,331.02
ORD101887,2022-03-07,C009,Verma Retail Ltd,Enterprise,North,Uttar Pradesh,Wholesale,P002_FOO,NovaBay Rice 10kg,Food,382.39,29,0.36,243.24,34.86,7097.16,8.34
ORD101888,2024-11-01,C045,Murthy Stores,Enterprise,East,Bihar,Direct,P002_HOM,NovaBay Cleaner 500ml,Home Care,67.93,34,0.0,37.65,12.94,2309.62,1016.58
ORD101889,2023-08-25,C045,Murthy Stores,Enterprise,North,Uttar Pradesh,Wholesale,P001_HOM,NovaBay Detergent 1kg,Home Care,161.04,7,0.12,102.43,32.6,992.01,242.4
ORD101890,2022-12-02,C046,Hegde Trading Co,SME,East,Jharkhand,Retail,P003_BEV,NovaBay Tea 250g,Beverage,164.71,29,0.06,94.56,15.46,4489.99,1732.29
ORD101891,2024-07-23,C005,Gupta General Store,SME,East,Jharkhand,Retail,P004_PER,NovaBay Facewash 100ml,Personal Care,256.57,6,0.01,189.07,58.38,1524.03,331.23
